winery,wine_name,wine_type,wine_country,average_rating,num_of_ratings,wine_price,grapes,alcohol_content,reviews
Van Duzer,Saffron Fields Vineyard Pinot Noir 2014,Red wine,United States,4.3,33,32.99,Pinot Noir,,"No secret, I love Van Duzer Pinots. Saffron Fields ‘14 is full of cherry and strawberry, while maintaining the forest floor, earthy notes that make Oregon Pinot unique. This is as complex a Pinot as I’ve had in a while.,Outstanding. Lots of red fruit—cherry, strawberry, raspberry, maybe a hint of pomegranate—but it also features forest notes: woody pine, mushroom, a bit of earthy forest floor. The finish is lightly spicy with touches of black pepper. Long (-) length, smooth, with very gentle tannins that allow the forest notes to shine through. Well-structured and just impressive all around. Julia and I enjoyed this one on date night; it was delicious on its own, but it also paired well with a nice filet. 11.15.18,Beautiful Oregon Pinot Noir. Light body, medium low fruit, goes really well with duck"
Venge Vineyards,Scout's Honor Red 2019,Red wine,United States,4.4,38,35.69,Cabernet Sauvignon,,"Just opened the well anticipated delivery! Dark fruit on the nose, smooth and well balanced with light-plus tannins on the finish. Delicious, as usual! Thanks Venge!,One of our favorite blends. Fruit forward but balancer,First time trying the 2019. Aromas of black cherry, raspberry, and graphite. Medium to full bodied. Heavy legs. Very approachable red blend. Flavors of black cherry, blackberry, raspberry, Earth, and graphite. Lovely wine. Less cloying sweet than last year. Definitely a go to."
R.L. Buller & Son,Fine Old Tokay N.V.,Dessert wine,Australia,4.1,367,17.99,100% Muscadelle,18,"2008 vintage,Dried apricot, marmalade, and a powerful spice flavour I can’t quite place – cumin, I think. Smells like a tagine! Delicious and distinctive.,Lovely dessert wine"
St. Michael-Eppan,Sanct Valentin Sauvignon 2018,White wine,Italy,4.2,1095,37.95,100% Sauvignon Blanc,14.5,"Rather round Sauvignon Blanc, lacking the top heavy sourness I usually don’t like about this variety. Ripe pear, some white pepper.,New way of making this Wine since 2018 - 80% SS, 10% Foudres and 10% old barrique. Top stuff- gooseberry, green notes and long finish.,Vivid aromas of grapefruit and apricot follow through to a full body, with loads of fruit and a fresh, crisp finish. Very Sancerre-like."
Dr. Loosen,Riesling Spätlese Erdener Treppchen 2014,White wine,Germany,4.2,183,29.99,100% Riesling,,"Very good German Riesling. Definitely more on the sweeter side at 8% ABV. Green apple and pear notes. Pairs quite well with sushi.,Deliciously sweet, with a nice medium body. Had a minerality that was pleasing to the toungue. Straw colored with complex notes of petrol with citrus and mango.,Complex bouquet of mango, peach, pear and nectarine. Citrusy finish with notes of pineapple. Sweet, but balanced with acidity. Tons of fruit and very tasty."
Barone Pizzini,Animante Franciacorta Brut N.V.,Sparkling wine,Italy,3.8,3244,,"Pinot Meunier, Pinot Noir, Pinot Blanc, Chardonnay",12,"3.9. Happy Alphabet Saturday everyone....this week brought to you by the letter F which I guess the most popular emjoi for is 🎏. Seems weird to me. 😄 Anyway, this is my unofficial version. 🎏ranciacorta is a town and DOC in Italy, this style of wine was first produced in 1961. Different, and 100 X better than Italy's most famous bubbles, Prosecco. Método Classico here folks, with longer lees ageing minimums than even Champagne. Chard, PN and Pinot Bianco here, very yummy. 👍😄,Franciacorta is one of Italians well respected sparkler region. Done in the methode traditional but uniquely non-vintage spends 18 months on lees , 6 months longer than non-vintage champagne. This is a creamy biscuity sparkler with a rounder mouthfeel. Pleasant pear and citrus notes abound. Quite enjoyable. Maybe a franciacorta summer for this bubble virgin. Just learning.,Lovely straw color, creamy biscuit on the nose, beautifully surprising crisp citrus on the palate, round taste, excellent quality franciacorta"
Joh. Jos. Prüm,Graacher Himmelreich Riesling Kabinett 2018,White wine,Germany,4.2,519,34.99,100% Riesling,,"Pale straw, lemon and lime candy and zest, green apple, apricot, pineapple, honey, jasmine flower, acidity high but well balanced,This was an absolute delight. On the nose and the palate you get a honey bomb, however this wine is not overly sweet, it is just right. Notes of lychee, pear, honeysuckle and stone round it off.,Absolute delicious. The Wine Access description calls it “like divine lemonade” and that’s apt. Light, slightly sweet, notes of flint and slate, white peaches, a little lemon zest."
Jean Foillard,Beaujolais-Villages 2018,Red wine,France,4.2,408,32.95,100% Gamay,13,"Juicy af. Strawberries. Cherry glaze. Very light to tobacco spice. Cellar dust and rocks Perfect village Beaujolais. Great QPR Would buy a bunch,Raspberry, black cherry, cloves// really lovely, light red wine. I’d buy this to serve at any dinner party. Would pair well with a lot of dishes.,Red cherry, tobacco, sweet spice, brambles. High acid, tobacco, cherry, plum, potting soil, forest floor. Very nice non Cru Beaujolais!"
Decoy,Rosé 2019,Rosé wine,United States,3.8,188,14.88,"Shiraz/Syrah, Vermentino, Pinot Noir",13.5,"( strawberry watermelon cherry minerals) 2019 A crisp and elegant Rose that displays enticing strawberry and watermelon on the nose. Layers of of vibrant fruit cherry and subtle hints of minerals on the palate. Great QPR Terrific summer wine! Cheers! 🌹🥂 #409,Great Sonoma Rosé🍇 for a morning reading on this sunny Sunday📖☀️👌🏼 Beautiful salmon color. Delightful peach 🍑, strawberry 🍓, melon 🍈, grapefruit 🍊 and honey 🍯 aroma. Medium-bodied and nice zesty taste. Keep enjoying the weekend my friends🍷👊🏼,Nice light Cali Rosé. Enjoyed the surprising orange blossom notes on top of a light earthiness and a hint of spice."
Château d'Esclans,The Palm Whispering Angel Rosé 2018,Rosé wine,France,3.9,1449,18.99,"Shiraz/Syrah, Cinsault, Grenache",12.5,"Strawberry and grapefruit on nose, strawberry, watermelon, citrus, and apple flavor with a crisp clean finish, easy to drink,Strawberry and grassy notes on the nose with melon and pink grapefruit on the palate. Crisp and dry with relatively low residual sugar,Surprised how much I liked this one - rose blend of strawberry, melon, green apple. Medium acidity with some cream in finish."
Weingut Max Ferd. Richter,Mülheimer Sonnenlay Riesling 2019,White wine,Germany,4.1,297,14.99,100% Riesling,11,"Mild ginger, apple and peach aroma. Fizzy on the tongue. Sweet syrupy mouthfeel, passionfruit taste followed by pineapple acidity.,Has every characteristic of riesling, but quite like typical white wine. Honey, oaky, lime, lemon, grass. Good acidity and moderate tannin. Really liked this. 30000 at emart.,Orange nose , taste is sweet pear , peach , citrus , pineapple , vanilla , mango . Very good wine"
Krohn,Porto Valdouro Ruby Port N.V.,Fortified Wine,Portugal,3.8,5113,15.74,"Touriga Francesa, Touriga Nacional, Tinta Barroca",19,"2008 vintage,Hey, it’s a different Port. Not sweet as most of them. Bit dry and spice. Gosh, how I Iove a good Port. Cherry, plum, chocolate and cinnamon. And huge cost-benefit! Go for it! Saúde!!!!!,My first port. Was very good. Tasted like chocolate raspberry and honey. Would buy it again. I'm hesitant to make this a five star rating because there is a lot of room for improvement."
Les Costières de Pomerols,Beauvignac Le Moelleux 2018,Dessert wine,France,4.1,113,12,"Picpoul Blanc, Colombard",,"One of 2 best Rose I ever had. Full of Wild strawberries.,Sweet but not too sweet for a dessert wine,Pleasantly sweet but not too sweet. Elderflower, melon, wild honey, wild strawberry, apricot."
Charles Joguet,Chinon Rosé 2017,Rosé wine,France,3.8,50,14.95,100% Cabernet Franc,12.5,"And now on to a delicious French rose! Light fruit with strawberry and maybe cherry Beautifully balanced with a mouth watering finish. Will drink more of this one this summer!,We couldn’t taste this this afternoon at the cellar door but Sandy managed to buy 1 bottle despite them being sold out!! Pale salmon in appearance with strawberry and touch of mushroom on the nose. On the palate it is nicely dry with strawberry 🍓 cherry 🍒 up front and nice acidity. Really good and I’ll look for it in a wine shop 😬.,Rosé of cab franc; mineral, spice; 80% pn, 20% gamay; organically farmed and stainless fermented."
Zantho,Eiswein 2016,Dessert wine,Austria,4.3,34,39.99,Grüner Veltliner,,"She does not break dishes, slaps your face, escapes or cries. She did. Long ago. She learned to stay for herself. Day by day she turned crispier, softer, wiser. Shaped her perceptions. She distances from situation, participating from hight of wisdom, kindness, own dignity. Might play along, for benefit or dependence. Beware of playing with her. Treat her slow, thoughtful, stepping by your heart, learn from her wrinkles. She’s with you for your better. Like ice wine: soft, sweet, experienced, smiling kindly.,A bite lighter than usual,very decent wine."
Quady,Electra White (California Moscato) 2013,Dessert wine,United States,4.4,133,14.99,Orange Muscat,4.5,"I dont normally like moscato, but this one is an exception. Its not too sweet and not too sugary. Definitely worth a try for the Moscato lovers.,Very beautiful well balanced elegant moscato not overly powerful hints of crisp apples and pears floral notes on the nose very refreshing,Orange blossom, ripe pear, dried apricots, and honeycomb"
Miles Mossop Wines,Saskia 2016,White wine,South Africa,4.2,63,29.99,"Viognier, Chenin Blanc",14,"A rich, weighty and complex wine, balanced by it's high acidity. Pretty full bodied, very floral and quite notable oak notes, but still very fresh.,This is just beautiful. Balanced, rich, and lots of complexity. No detailed notes as out and about with friends, but definitely one I need to return to.,Stunning Chenin Blanc from @milesmossop ! Class in a bottle. Best of his 3 Chenins Oak sweetish nose and palate Beautiful long finish ! Lance Buxton ⭐️✔️🥂🍷🇿🇦"
McPrice Myers,Beautiful Earth 2018,Red wine,United States,4.3,31,39.99,Shiraz/Syrah,15.2,"4.3. Terrific nose of blueberry, black currant, violet, and a little black olive. The palate has some raspberry and cranberry, a little thyme, and some dark chocolate and chalk notes. Just very well balanced. Medium acid, medium+/high-tannins, long- finish. Very well made blend and a terrific value. I can see this becoming a go-to, especially at the members case price of $25/bottle.,Luscious dark berries with spice and hints of herb......need more than a taste to appreciate more....cellaring this bargain lovely! 64 syrah, 12 cab, 12 grenache, 6 mourvedre. 4 petite syrah, 2 clairette blanche.,4.3 - While not typically my style, this ultra ripe is just hitting the spot tonight. Enjoyed with friends around the fire at my grand folks cabin. Juicy, concentrated blackberry, blueberry, licorice, cedar, brown sugar, graphite, bramble and milk chocolate. Full bodied with juicy, medium+ acidity and vast, grippy tannins. Exuberant and bursting with flavor. Makes me miss my Paso Robles days. Cheers!"
Barton & Guestier,Sauternes 2016,Dessert wine,France,3.7,131,18.99,"Sauvignon Blanc, Sémillon",,"Pineapple and quince, honey and flower on the nose. On the palate, sweet pear and quince, honey and some spicy ginger notes with just a touch of minerality and nice acidity. Not oversweet. Moderate-length finish.,Abundant apricot and honey give this wine a wonderful bouquet from the start. Nicely balanced with sufficient acidity to contrast with the honeyed sweetness.,Honey. Nectarine. What you’d expect from a young Sauternes. For the price point I think it’s very drinkable and good quality for the money. Not my fave Sauternes but not is the year."
Gérard Bertrand,Gris Blanc 2020,Rosé wine,France,4.1,210,14.99,100% Grenache Gris,13,"Pale pink colour, strawberries on the nose, M+ intensity, dry, M- acidity, light body, fresh palate with fruity notes of wild strawberries on the palate. Short finish. Easy to drink. Good quality wine,Very light color. I get watermelon and honey, with some lingering floral notes. Great summer supper!,Surprinsingly smooth without being sweet."
Van Volxem,Scharzhofberger Riesling 2018,White wine,Germany,4.2,40,22.99,100% Riesling,12,"4.2-4.3pt. Solid mineraly backbone! Great Riesling GG from Scharzhofberger. Green fruits, vivid citrus and fresh stonefruits. Massive mineral in August 2020. Crisp, elegant mid palate with roundness. Comfortable long finish. Medium green-lemon color. Aromas of green apple, lemon peal, peach, honeysuckle, opulent mineral and cinnamon. High acidity and medium alcohol. Medium body. Medium+ flavor intensity. Long finish.,Dry full bodied Riesling. Typical Saar style and full up to van Volxelm‘s promise. Still fruity and nuances of peach and citrus,2019 vintage"
